,meanings english sense,kun readings,on readings,info clearfix,names,level,grade,kun names,on names
室,"room, apartment, chamber, greenhouse, cellar",Kun: むろ,On: シツ,"9 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.","['Muroran', 'Nemuro', 'Muroto']",4,2,['muro'],['shitu']
走,run,Kun: はし.る,On: ソウ,"7 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.",['Abashiri'],4,2,['hashiru'],['sou']
歌,"song, sing",Kun: うた、 うた.う,On: カ,"14 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.","['Utashinai', 'Wakayama']",4,2,"['uta', 'utau']",['ka']
牛,cow,Kun: うし,On: ギュウ,"4 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.",['Ushiku'],4,2,['usi'],['guu']
通,"traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.",Kun: とお.る、 とお.り、 -とお.り、 -どお.り、 とお.す、 とお.し、 -どお.し、 かよ.う,On: ツウ、 ツ,"10 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.",['Zentsūji'],4,2,"['tooru', 'toori', 'toori', 'doori', 'toosu', 'tooshi', 'dooshi', 'kayou']","['tsuu', 'tu']"
京,"capital, 10**16",Kun: みやこ,On: キョウ、 ケイ、 キン,"8 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.","['Kyoto', 'Nagaokakyō', 'Kyōtanabe', 'Kyōtango', 'Nishitōkyō', 'Tokyo', 'Bunkyō']",4,2,['miyako'],"['kou', 'kei', 'kin']"
鳥,"bird, chicken",Kun: とり,On: チョウ,"11 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.","['Toba', 'Tosu', 'Tottori']",4,2,['tori'],['chou']
台,"pedestal, a stand, counter for machines and vehicles",Kun: うてな、 われ、 つかさ,On: ダイ、 タイ,"5 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.","['Sendai', 'Taitō']",4,2,"['utena', 'ware', 'tsukasa']","['dai', 'tai']"
理,"logic, arrangement, reason, justice, truth",Kun: ことわり,On: リ,"11 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.",['Tenri'],4,2,['kotowari'],['ri']
魚,fish,Kun: うお、 さかな、 -ざかな,On: ギョ,"11 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.","['Uonuma', 'Minamiuonuma', 'Itoigawa', 'Uozu']",4,2,"['uo', 'sakana', 'zakana']",['go']
社,"company, firm, office, association, shrine",Kun: やしろ,On: シャ,"7 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.",['Sōja'],4,2,['yashiro'],['sha']
作,"make, production, prepare, build",Kun: つく.る、 つく.り、 -づく.り,On: サク、 サ,"7 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.",['Mimasaka'],4,2,"['tsukuru', 'tsukuri', 'dukuri']","['saku', 'sa']"
近,"near, early, akin, tantamount",Kun: ちか.い,On: キン、 コン,"7 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.","['Higashiōmi', 'Ōmihachiman']",4,2,['chikai'],"['kin', 'kon']"
場,"location, place",Kun: ば,On: ジョウ、 チョウ,"12 strokes.  JLPT N4.  Jōyō kanji, taught in grade 2.",['Gotemba'],4,2,['ba'],"['jou', 'chou']"
屋,"roof, house, shop, dealer, seller",Kun: や,On: オク,"9 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.","['Nagoya', 'Kitanagoya', 'Ashiya', 'Kanoya', 'Neyagawa']",4,3,['ya'],['oku']
安,"relax, cheap, low, quiet, rested, contented, peaceful",Kun: やす.い、 やす.まる、 やす、 やす.らか,On: アン,"6 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.","['Anjō', 'Urayasu', 'Annaka', 'Akitakata', 'Aki', 'Azumino', 'Yasugi']",4,3,"['yasui', 'yasumaru', 'yasu', 'yasuraka']",['an']
館,"building, mansion, large building, palace",Kun: やかた、 たて,On: カン,"16 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.","['Ōdate', 'Tateyama', 'Tatebayashi', 'Hakodate']",4,3,"['yakata', 'tate']",['kan']
代,"substitute, change, convert, replace, period, age, counter for decades of ages, eras, etc., generation, charge, rate, fee",Kun: か.わる、 かわ.る、 かわ.り、 か.わり、 -がわ.り、 -が.わり、 か.える、 よ、 しろ,On: ダイ、 タイ,"5 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.","['Noshiro', 'Yachiyo', 'Yatsushiro', 'Chiyoda']",4,3,"['kawaru', 'kawaru', 'kawari', 'kawari', 'gawari', 'gawari', 'kaeru', 'yo', 'shiro']","['dai', 'tai']"
習,learn,Kun: なら.う、 なら.い,On: シュウ、 ジュ,"11 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.",['Narashino'],4,3,"['narau', 'narai']","['sfuu', 'ju']"
世,"generation, world, society, public",Kun: よ,On: セイ、 セ、 ソウ,"5 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.","['Sasebo', 'Setagaya']",4,3,['yo'],"['sei', 'se', 'sou']"
発,"departure, discharge, publish, emit, start from, disclose, counter for gunshots",Kun: た.つ、 あば.く、 おこ.る、 つか.わす、 はな.つ,On: ハツ、 ホツ,"9 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.",['Shibata'],4,3,"['tatsu', 'abaku', 'okoru', 'tsukawasu', 'hanatu']","['hatsu', 'hotu']"
真,"true, reality, Buddhist sect",Kun: ま、 ま-、 まこと,On: シン,"10 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.","['Maniwa', 'Kadoma', 'Mooka']",4,3,"['ma', 'ma', 'makoto']",['shin']
品,"goods, refinement, dignity, article, counter for meal courses",Kun: しな,On: ヒン、 ホン,"9 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.",['Shinagawa'],4,3,['shina'],"['hin', 'hon']"
有,"possess, have, exist, happen, occur, approx",Kun: あ.る,On: ユウ、 ウ,"6 strokes.  JLPT N4.  Jōyō kanji, taught in grade 3.",['Arida'],4,3,['aru'],"['yuu', 'u']"
飯,"meal, boiled rice",Kun: めし,On: ハン,"12 strokes.  JLPT N4.  Jōyō kanji, taught in grade 4.","['Iizuka', 'Iiyama', 'Iida', 'Hannō']",4,4,['mesi'],['han']
別,"separate, branch off, diverge, fork, another, extra, specially",Kun: わか.れる、 わ.ける,On: ベツ,"7 strokes.  JLPT N4.  Jōyō kanji, taught in grade 4.","['Ashibetsu', 'Ebetsu', 'Monbetsu', 'Noboribetsu', 'Shibetsu', 'Beppu', 'Tokyo']",4,4,"['wakareru', 'wakeru']",['betu']
特,special,,On: トク,"10 strokes.  JLPT N4.  Jōyō kanji, taught in grade 4.",['Tokyo'],4,4,"['wakareru', 'wakeru']",['toku']
石,stone,Kun: いし,On: セキ、 シャク、 コク,"5 strokes.  JLPT N3.  Jōyō kanji, taught in grade 1.","['Kuroishi', 'Ishikari', 'Akashi', 'Ishioka', 'Kamaishi', 'Ishinomaki', 'Shiroishi', 'Ishigaki', 'Takaishi']",3,1,['isi'],"['seki', 'shaku', 'koku']"
草,"grass, weeds, herbs, pasture, write, draft",Kun: くさ、 くさ-、 -ぐさ,On: ソウ,"9 strokes.  JLPT N3.  Jōyō kanji, taught in grade 1.","['Kami-Amakusa', 'Amakusa', 'Sōka', 'Kusatsu']",3,1,"['kusa', 'kusa', 'gusa']",['sou']
王,"king, rule, magnate",,On: オウ、 -ノウ,"4 strokes.  JLPT N3.  Jōyō kanji, taught in grade 1.",['Hachiōji'],3,1,"['kusa', 'kusa', 'gusa']","['ou', 'nou']"
市,"market, city, town",Kun: いち,On: シ,"5 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.","['Nagoya', 'Toyohashi', 'Okazaki', 'Ichinomiya', 'Seto', 'Handa', 'Kasugai', 'Toyokawa', 'Tsushima', 'Hekinan', 'Kariya', 'Toyota', 'Anjō', 'Nishio', 'Gamagōri', 'Inuyama', 'Tokoname', 'Kōnan', 'Komaki', 'Inazawa', 'Tōkai', 'Ōbu', 'Chita', 'Chiryū', 'Owariasahi', 'Takahama', 'Iwakura', 'Toyoake', 'Nisshin', 'Tahara', 'Aisai', 'Kiyosu', 'Shinshiro', 'Kitanagoya', 'Yatomi', 'Miyoshi', 'Ama', 'Nagakute', 'Akita', 'Ōdate', 'Kazuno', 'Daisen', 'Katagami', 'Kitaakita', 'Oga', 'Yurihonjō', 'Yuzawa', 'Semboku', 'Yokote', 'Nikaho', 'Noshiro', 'Hachinohe', 'Kuroishi', 'Misawa', 'Mutsu', 'Towada', 'Tsugaru', 'Goshogawara', 'Aomori', 'Hirakawa', 'Hirosaki', 'Chiba', 'Chōshi', 'Ichikawa', 'Ichikawa', 'Funabashi', 'Tateyama', 'Kisarazu', 'Matsudo', 'Noda', 'Mobara', 'Narita', 'Sakura', 'Tōgane', 'Narashino', 'Kashiwa', 'Katsuura', 'Ichihara', 'Ichihara', 'Nagareyama', 'Yachiyo', 'Abiko', 'Kamagaya', 'Kimitsu', 'Futtsu', 'Urayasu', 'Yotsukaidō', 'Sodegaura', 'Yachimata', 'Inzai', 'Shiroi', 'Tomisato', 'Kamogawa', 'Asahi', 'Isumi', 'Sōsa', 'Minamibōsō', 'Katori', 'Sanmu', 'Ōamishirasato', 'Matsuyama', 'Niihama', 'Shikokuchūō', 'Seiyo', 'Tōon', 'Saijō', 'Ōzu', 'Imabari', 'Yawatahama', 'Iyo', 'Uwajima', 'Fukui', 'Tsuruga', 'Obama', 'Ōno', 'Katsuyama', 'Sabae', 'Awara', 'Echizen', 'Sakai', 'Fukuoka', 'Kurume', 'Ōmuta', 'Nōgata', 'Tagawa', 'Yanagawa', 'Yame', 'Chikugo', 'Ōkawa', 'Yukuhashi', 'Buzen', 'Nakagawa', 'Nakama', 'Kitakyushu', 'Ogōri', 'Chikushino', 'Kasuga', 'Ōnojō', 'Munakata', 'Dazaifu', 'Koga', 'Fukutsu', 'Ukiha', 'Miyawaka', 'Asakura', 'Iizuka', 'Kama', 'Miyama', 'Itoshima', 'Aizuwakamatsu', 'Fukushima', 'Kōriyama', 'Sukagawa', 'Sōma', 'Iwaki', 'Tamura', 'Shirakawa', 'Nihonmatsu', 'Minamisōma', 'Date', 'Kitakata', 'Motomiya', 'Gifu', 'Ōgaki', 'Takayama', 'Tajimi', 'Seki', 'Nakatsugawa', 'Mino', 'Mizunami', 'Hashima', 'Minokamo', 'Toki', 'Kakamigahara', 'Kani', 'Yamagata', 'Mizuho', 'Hida', 'Motosu', 'Gujō', 'Gero', 'Ena', 'Kaizu', 'Maebashi', 'Takasaki', 'Kiryū', 'Isesaki', 'Numata', 'Tatebayashi', 'Fujioka', 'Shibukawa', 'Annaka', 'Tomioka', 'Midori', 'Hiroshima', 'Onomichi', 'Kure', 'Fukuyama', 'Mihara', 'Fuchū', 'Shōbara', 'Ōtake', 'Takehara', 'Higashihiroshima', 'Hatsukaichi', 'Hatsukaichi', 'Akitakata', 'Etajima', 'Sapporo', 'Hakodate', 'Otaru', 'Asahikawa', 'Muroran', 'Obihiro', 'Yūbari', 'Iwamizawa', 'Abashiri', 'Rumoi', 'Tomakomai', 'Wakkanai', 'Bibai', 'Ashibetsu', 'Ebetsu', 'Akabira', 'Monbetsu', 'Mikasa', 'Nemuro', 'Chitose', 'Takikawa', 'Sunagawa', 'Utashinai', 'Fukagawa', 'Furano', 'Noboribetsu', 'Eniwa', 'Kitahiroshima', 'Ishikari', 'Shibetsu', 'Kushiro', 'Hokuto', 'Kitami', 'Nayoro', 'Kobe', 'Himeji', 'Amagasaki', 'Akashi', 'Nishinomiya', 'Ashiya', 'Itami', 'Aioi', 'Toyooka', 'Kakogawa', 'Akō', 'Takarazuka', 'Miki', 'Takasago', 'Kawanishi', 'Ono', 'Sanda', 'Kasai', 'Tamba-Sasayama', 'Yabu', 'Tamba', 'Minamiawaji', 'Asago', 'Awaji', 'Shisō', 'Nishiwaki', 'Tatsuno', 'Sumoto', 'Katō', 'Mito', 'Hitachi', 'Tsuchiura', 'Yūki', 'Ryūgasaki', 'Shimotsuma', 'Jōsō', 'Hitachiōta', 'Takahagi', 'Kitaibaraki', 'Toride', 'Ushiku', 'Tsukuba', 'Hitachinaka', 'Kashima', 'Itako', 'Moriya', 'Hitachiōmiya', 'Naka', 'Bandō', 'Inashiki', 'Chikusei', 'Kasumigaura', 'Kamisu', 'Namegata', 'Ishioka', 'Sakuragawa', 'Hokota', 'Kasama', 'Tsukubamirai', 'Omitama', 'Kanazawa', 'Nonoichi', 'Nonoichi', 'Nanao', 'Komatsu', 'Suzu', 'Hakui', 'Kahoku', 'Hakusan', 'Nomi', 'Kaga', 'Wajima', 'Morioka', 'Kamaishi', 'Ōfunato', 'Rikuzentakata', 'Kitakami', 'Miyako', 'Hachimantai', 'Ichinoseki', 'Tōno', 'Hanamaki', 'Ninohe', 'Ōshū', 'Kuji', 'Takizawa', 'Takamatsu', 'Marugame', 'Sakaide', 'Zentsūji', 'Sanuki', 'Higashikagawa', ""Kan'onji"", 'Mitoyo', 'Kagoshima', 'Kanoya', 'Makurazaki', 'Akune', 'Izumi', 'Ibusuki', 'Minamisatsuma', 'Nishinoomote', 'Tarumizu', 'Satsumasendai', 'Hioki', 'Soo', 'Ichikikushikino', 'Kirishima', 'Shibushi', 'Amami', 'Minamikyūshū', 'Isa', 'Aira', 'Yokohama', 'Yokosuka', 'Kawasaki', 'Hiratsuka', 'Kamakura', 'Fujisawa', 'Odawara', 'Chigasaki', 'Zushi', 'Sagamihara', 'Miura', 'Hadano', 'Atsugi', 'Yamato', 'Isehara', 'Ebina', 'Zama', 'Minamiashigara', 'Ayase', 'Kōchi', 'Sukumo', 'Aki', 'Tosashimizu', 'Susaki', 'Tosa', 'Muroto', 'Nankoku', 'Shimanto', 'Kami', 'Kumamoto', 'Yatsushiro', 'Hitoyoshi', 'Arao', 'Minamata', 'Tamana', 'Yamaga', 'Kikuchi', 'Uto', 'Kami-Amakusa', 'Uki', 'Aso', 'Kōshi', 'Amakusa', 'Kyoto', 'Fukuchiyama', 'Maizuru', 'Ayabe', 'Uji', 'Miyazu', 'Kameoka', 'Jōyō', 'Mukō', 'Nagaokakyō', 'Yawata', 'Kyōtanabe', 'Kyōtango', 'Nantan', 'Kizugawa', 'Yokkaichi', 'Yokkaichi', 'Matsusaka', 'Kuwana', 'Suzuka', 'Nabari', 'Owase', 'Kameyama', 'Toba', 'Inabe', 'Shima', 'Iga', 'Ise', 'Kumano', 'Tsu', 'Sendai', 'Ishinomaki', 'Shiogama', 'Shiroishi', 'Natori', 'Kakuda', 'Tagajō', 'Iwanuma', 'Tome', 'Kurihara', 'Higashimatsushima', 'Kesennuma', 'Ōsaki', 'Tomiya', 'Miyazaki', 'Miyakonojō', 'Nobeoka', 'Nichinan', 'Kobayashi', 'Hyūga', 'Kushima', 'Saito', 'Ebino', 'Matsumoto', 'Okaya', 'Suwa', 'Suzaka', 'Komoro', 'Komagane', 'Ōmachi', 'Iiyama', 'Iida', 'Chino', 'Shiojiri', 'Nagano', 'Chikuma', 'Tōmi', 'Saku', 'Azumino', 'Ueda', 'Ina', 'Nagasaki', 'Sasebo', 'Shimabara', 'Ōmura', 'Iki', 'Gotō', 'Isahaya', 'Saikai', 'Hirado', 'Unzen', 'Matsuura', 'Minamishimabara', 'Nara', 'Yamatotakada', 'Yamatokōriyama', 'Tenri', 'Kashihara', 'Sakurai', 'Gojō', 'Gose', 'Ikoma', 'Kashiba', 'Katsuragi', 'Uda', 'Niigata', 'Nagaoka', 'Kashiwazaki', 'Shibata', 'Ojiya', 'Kamo', 'Mitsuke', 'Murakami', 'Myōkō', 'Jōetsu', 'Sado', 'Agano', 'Uonuma', 'Minamiuonuma', 'Itoigawa', 'Tōkamachi', 'Sanjō', 'Tainai', 'Gosen', 'Tsubame', 'Ōita', 'Beppu', 'Nakatsu', 'Hita', 'Saiki', 'Usuki', 'Tsukumi', 'Taketa', 'Bungotakada', 'Usa', 'Bungo-Ōno', 'Kitsuki', 'Yufu', 'Kunisaki', 'Okayama', 'Kurashiki', 'Tsuyama', 'Tamano', 'Kasaoka', 'Ibara', 'Sōja', 'Takahashi', 'Niimi', 'Bizen', 'Setouchi', 'Akaiwa', 'Maniwa', 'Mimasaka', 'Asakuchi', 'Naha', 'Ishigaki', 'Ginowan', 'Urasoe', 'Nago', 'Itoman', 'Okinawa', 'Tomigusuku', 'Uruma', 'Miyakojima', 'Nanjō', 'Osaka', 'Kishiwada', 'Toyonaka', 'Ikeda', 'Suita', 'Izumiōtsu', 'Takatsuki', 'Kaizuka', 'Moriguchi', 'Hirakata', 'Ibaraki', 'Yao', 'Izumisano', 'Tondabayashi', 'Neyagawa', 'Kawachinagano', 'Matsubara', 'Daitō', 'Minoh', 'Kashiwara', 'Habikino', 'Kadoma', 'Settsu', 'Takaishi', 'Fujiidera', 'Higashiōsaka', 'Sennan', 'Shijōnawate', 'Katano', 'Ōsakasayama', 'Hannan', 'Tosu', 'Imari', 'Taku', 'Karatsu', 'Ogi', 'Saga', 'Ureshino', 'Takeo', 'Kanzaki', 'Kawagoe', 'Kawaguchi', 'Gyōda', 'Chichibu', 'Tokorozawa', 'Hannō', 'Kazo', 'Higashimatsuyama', 'Sayama', 'Hanyū', 'Kōnosu', 'Ageo', 'Sōka', 'Koshigaya', 'Warabi', 'Toda', 'Iruma', 'Asaka', 'Shiki', 'Wakō', 'Niiza', 'Okegawa', 'Kuki', 'Kitamoto', 'Yashio', 'Fujimi', 'Misato', 'Hasuda', 'Sakado', 'Satte', 'Tsurugashima', 'Hidaka', 'Yoshikawa', 'Saitama', 'Kumagaya', 'Kasukabe', 'Fujimino', 'Fukaya', 'Honjō', 'Shiraoka', 'Ōtsu', 'Hikone', 'Kusatsu', 'Moriyama', 'Rittō', 'Kōka', 'Yasu', 'Konan', 'Takashima', 'Higashiōmi', 'Maibara', 'Nagahama', 'Ōmihachiman', 'Matsue', 'Izumo', 'Masuda', 'Yasugi', 'Gōtsu', 'Unnan', 'Hamada', 'Ōda', 'Shizuoka', 'Hamamatsu', 'Numazu', 'Atami', 'Mishima', 'Fujinomiya', 'Itō', 'Shimada', 'Iwata', 'Yaizu', 'Kakegawa', 'Fujieda', 'Gotemba', 'Fukuroi', 'Fuji', 'Shimoda', 'Susono', 'Kosai', 'Izu', 'Omaezaki', 'Kikugawa', 'Izunokuni', 'Makinohara', 'Utsunomiya', 'Ashikaga', 'Tochigi', 'Kanuma', 'Oyama', 'Mooka', 'Ōtawara', 'Yaita', 'Nasushiobara', 'Sano', 'Nasukarasuyama', 'Shimotsuke', 'Nikkō', 'Tokushima', 'Naruto', 'Komatsushima', 'Anan', 'Yoshinogawa', 'Mima', 'Awa', 'Hachiōji', 'Tachikawa', 'Musashino', 'Mitaka', 'Ōme', 'Akishima', 'Chōfu', 'Machida', 'Koganei', 'Kodaira', 'Hino', 'Higashimurayama', 'Kokubunji', 'Kunitachi', 'Fussa', 'Komae', 'Higashiyamato', 'Kiyose', 'Higashikurume', 'Musashimurayama', 'Tama', 'Inagi', 'Hamura', 'Akiruno', 'Nishitōkyō', 'Chūō', 'Tottori', 'Yonago', 'Kurayoshi', 'Sakaiminato', 'Toyama', 'Uozu', 'Himi', 'Namerikawa', 'Tonami', 'Oyabe', 'Nanto', 'Takaoka', 'Imizu', 'Kurobe', 'Wakayama', 'Kainan', 'Tanabe', 'Gobō', 'Arida', 'Shingū', 'Kinokawa', 'Hashimoto', 'Iwade', 'Yonezawa', 'Shinjō', 'Sagae', 'Kaminoyama', 'Murayama', 'Nagai', 'Tendō', 'Higashine', 'Obanazawa', ""Nan'yō"", 'Tsuruoka', 'Sakata', 'Ube', 'Hōfu', 'Kudamatsu', 'Shūnan', 'Hikari', 'Shimonoseki', 'Yanai', 'Hagi', 'Nagato', ""San'yō-Onoda"", 'Yamaguchi', 'Iwakuni', 'Mine', 'Kōfu', 'Fujiyoshida', 'Tsuru', 'Ōtsuki', 'Nirasaki', 'Minami-Alps', 'Kai', 'Fuefuki', 'Uenohara', 'Yamanashi', 'Kōshū']",3,2,['iti'],['si']
馬,horse,Kun: うま、 うま-、 ま,On: バ,"10 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.","['Tsushima', 'Sōma', 'Minamisōma', 'Mima', 'Nerima']",3,2,"['uma', 'uma', 'ma']",['ba']
原,"meadow, original, primitive, field, plain, prairie, tundra, wilderness",Kun: はら,On: ゲン,"10 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.","['Tahara', 'Goshogawara', 'Mobara', 'Ichihara', 'Kakamigahara', 'Mihara', 'Shōbara', 'Takehara', 'Odawara', 'Sagamihara', 'Isehara', 'Kurihara', 'Shimabara', 'Minamishimabara', 'Kashihara', 'Ibara', 'Matsubara', 'Kashiwara', 'Maibara', 'Makinohara', 'Ōtawara', 'Nasushiobara', 'Uenohara']",3,2,['hara'],['gen']
船,"ship, boat",Kun: ふね、 ふな-,On: セン,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.","['Funabashi', 'Ōfunato']",3,2,"['fune', 'funa']",['sen']
米,"rice, USA, metre",Kun: こめ、 よね,On: ベイ、 マイ、 メエトル,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.","['Kurume', 'Tome', 'Maibara', 'Higashikurume', 'Yonago', 'Yonezawa']",3,2,"['kome', 'yone']","['bei', 'mai', 'meetoru']"
直,"straightaway, honesty, frankness, fix, repair",Kun: ただ.ちに、 なお.す、 -なお.す、 なお.る、 なお.き、 す.ぐ,On: チョク、 ジキ、 ジカ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.",['Nōgata'],3,2,"['tadachini', 'naosu', 'naosu', 'naoru', 'naoki', 'sugu']","['choku', 'jiki', 'jika']"
太,"plump, thick, big around",Kun: ふと.い、 ふと.る,On: タイ、 タ,"4 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.","['Dazaifu', 'Hitachiōta']",3,2,"['futoi', 'futoru']","['tai', 'ta']"
形,"shape, form, style",Kun: かた、 -がた、 かたち、 なり,On: ケイ、 ギョウ,"7 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.",['Yamagata'],3,2,"['kata', 'gata', 'katachi', 'nari']","['kei', 'gou']"
内,"inside, within, between, among, house, home",Kun: うち,On: ナイ、 ダイ,"4 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.","['Wakkanai', 'Utashinai', 'Satsumasendai', 'Tainai', 'Setouchi', 'Kawachinagano']",3,2,['uti'],"['nai', 'dai']"
遠,"distant, far",Kun: とお.い,On: エン、 オン,"13 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.",['Tōno'],3,2,['tooi'],"['en', 'on']"
合,"fit, suit, join, 0.1",Kun: あ.う、 -あ.う、 あ.い、 あい-、 -あ.い、 -あい、 あ.わす、 あ.わせる、 -あ.わせる,On: ゴウ、 ガッ、 カッ,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.",['Kōshi'],3,2,"['au', 'au', 'ai', 'ai', 'ai', 'ai', 'awasu', 'awaseru', 'awaseru']","['gou', 'gu', 'ku']"
交,"mingle, mixing, association, coming & going",Kun: まじ.わる、 まじ.える、 ま.じる、 まじ.る、 ま.ざる、 ま.ぜる、 -か.う、 か.わす、 かわ.す、 こもごも,On: コウ,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.",['Katano'],3,2,"['majiwaru', 'majieru', 'majiru', 'majiru', 'mazaru', 'mazeru', 'kau', 'kawasu', 'kawasu', 'komogomo']",['kou']
光,"ray, light",Kun: ひか.る、 ひかり,On: コウ,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.","['Wakō', 'Nikkō', 'Hikari']",3,2,"['hikaru', 'hikari']",['kou']
鳴,"chirp, cry, bark, sound, ring, echo, honk",Kun: な.く、 な.る、 な.らす,On: メイ,"14 strokes.  JLPT N3.  Jōyō kanji, taught in grade 2.",['Naruto'],3,2,"['naku', 'naru', 'narasu']",['mei']
対,"vis-a-vis, opposite, even, equal, versus, anti-, compare",Kun: あいて、 こた.える、 そろ.い、 つれあ.い、 なら.ぶ、 むか.う,On: タイ、 ツイ,"7 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Tsushima'],3,3,"['aite', 'kotaeru', 'soroi', 'tsureai', 'narabu', 'mukau']","['tai', 'tsui']"
進,"advance, proceed, progress, promote",Kun: すす.む、 すす.める,On: シン,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Nisshin'],3,3,"['susumu', 'susumeru']",['shin']
由,"wherefore, a reason",Kun: よし、 よ.る,On: ユ、 ユウ、 ユイ,"5 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Yurihonjō', 'Yufu']",3,3,"['yoshi', 'yoru']","['yu', 'yuu', 'yui']"
横,"sideways, side, horizontal, width, woof, unreasonable, perverse",Kun: よこ,On: オウ,"15 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Yokote', 'Yokohama', 'Yokosuka']",3,3,['yoko'],['ou']
和,"harmony, Japanese style, peace, soften, Japan",Kun: やわ.らぐ、 やわ.らげる、 なご.む、 なご.やか、 あ.える,On: ワ、 オ、 カ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Towada', 'Uwajima', 'Izumi', 'Yamato', 'Yamatotakada', 'Yamatokōriyama', 'Kishiwada', 'Wakō', 'Higashiyamato', 'Wakayama']",3,3,"['yawaragu', 'yawarageru', 'nagomu', 'nagoyaka', 'aeru']","['wa', 'o', 'ka']"
所,"place, extent",Kun: ところ、 -ところ、 どころ、 とこ,On: ショ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Goshogawara', 'Gose', 'Tokorozawa']",3,3,"['tokoro', 'tokoro', 'dokoro', 'toko']",['sho']
平,"even, flat, peace",Kun: たい.ら、 たい.らげる、 ひら,On: ヘイ、 ビョウ、 ヒョウ,"5 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Hirakawa', 'Akabira', 'Hachimantai', 'Hiratsuka', 'Hirado', 'Kodaira']",3,3,"['taira', 'tairageru', 'hira']","['hei', 'bou', 'hou']"
葉,"leaf, plane, lobe, needle, blade, spear, counter for flat things, fragment, piece",Kun: は,On: ヨウ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Chiba'],3,3,['ha'],['you']
勝,"victory, win, prevail, excel",Kun: か.つ、 -が.ち、 まさ.る、 すぐ.れる、 かつ,On: ショウ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Katsuura', 'Katsuyama']",3,3,"['katsu', 'gachi', 'masaru', 'sugureru', 'katu']",['shou']
流,"current, a sink, flow, forfeit",Kun: なが.れる、 なが.れ、 なが.す、 -なが.す,On: リュウ、 ル,"10 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Nagareyama'],3,3,"['nagareru', 'nagare', 'nagasu', 'nagasu']","['ruu', 'ru']"
君,"mister, you, ruler, male name suffix",Kun: きみ、 -ぎみ,On: クン,"7 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Kimitsu'],3,3,"['kimi', 'gimi']",['kun']
取,"take, fetch, take up",Kun: と.る、 と.り、 と.り-、 とり、 -ど.り,On: シュ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Katori', 'Toride', 'Natori', 'Tottori']",3,3,"['toru', 'tori', 'tori', 'tori', 'dori']",['shu']
予,"beforehand, previous, myself, I",Kun: あらかじ.め,On: ヨ、 シャ,"4 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Seiyo', 'Iyo']",3,3,['arakajime'],"['yo', 'sha']"
